Barcode,Date of thesis,Total checkouts since 1994,,,,,,,,,,,,,,,,,,,
13113006,1992,0,,,,,,,,,,,,,,,,,,,
13113022,1992,0,,,,,,,,,,,,,,,,,,,
13113121,1992,0,,,,,,,,,,,,,,,,,,,
1311398,1992,0,,,,,,,,,,,,,,,,,,,
13143706,1992,0,,,,,,,,,,,,,,,,,,,
13143797,1992,0,,,,,,,,,,,,,,,,,,,
13151675,1992,0,,,,,,,,,,,,,,,,,,,
13151782,1992,0,,,,,,,,,,,,,,,,,,,
13151907,1992,0,,,,,,,,,,,,,,,,,,,
13151964,1992,0,,,,,,,,,,,,,,,,,,,
13152020,1992,0,,,,,,,,,,,,,,,,,,,
13152087,1992,0,,,,,,,,,,,,,,,,,,,
13182514,1992,0,,,,,,,,,,,,,,,,,,,
13182654,1992,0,,,,,,,,,,,,,,,,,,,
15220882,1992,0,,,,,,,,,,,,,,,,,,,
15221096,1992,0,,,,,,,,,,,,,,,,,,,
15221153,1992,0,,,,,,,,,,,,,,,,,,,
15267222,1992,0,,,,,,,,,,,,,,,,,,,
13024807,1993,20,,,,,,,,,,,,,,,,,,,
12959920,1993,11,,,,,,,,,,,,,,,,,,,
13026539,1993,11,,,,,,,,,,,,,,,,,,,
13026802,1993,10,,,,,,,,,,,,,,,,,,,
12898482,1993,9,,,,,,,,,,,,,,,,,,,
13023023,1993,9,,,,,,,,,,,,,,,,,,,
13029772,1993,9,,,,,,,,,,,,,,,,,,,
13015870,1993,8,,,,,,,,,,,,,,,,,,,
13019724,1993,8,,,,,,,,,,,,,,,,,,,
13032792,1993,8,,,,,,,,,,,,,,,,,,,
13014915,1993,7,,,,,,,,,,,,,,,,,,,
13023171,1993,7,,,,,,,,,,,,,,,,,,,
13024468,1993,7,,,,,,,,,,,,,,,,,,,
13024773,1993,7,,,,,,,,,,,,,,,,,,,
13084439,1993,7,,,,,,,,,,,,,,,,,,,
12959946,1993,6,,,,,,,,,,,,,,,,,,,
13016381,1993,6,,,,,,,,,,,,,,,,,,,
13019294,1993,6,,,,,,,,,,,,,,,,,,,
13019799,1993,6,,,,,,,,,,,,,,,,,,,
13019948,1993,6,,,,,,,,,,,,,,,,,,,
13023411,1993,6,,,,,,,,,,,,,,,,,,,
13024625,1993,6,,,,,,,,,,,,,,,,,,,
13024849,1993,6,,,,,,,,,,,,,,,,,,,
13028592,1993,6,,,,,,,,,,,,,,,,,,,
13029913,1993,6,,,,,,,,,,,,,,,,,,,
13030002,1993,6,,,,,,,,,,,,,,,,,,,
13032982,1993,6,,,,,,,,,,,,,,,,,,,
13033014,1993,6,,,,,,,,,,,,,,,,,,,
13035050,1993,6,,,,,,,,,,,,,,,,,,,
13015854,1993,5,,,,,,,,,,,,,,,,,,,
13015904,1993,5,,,,,,,,,,,,,,,,,,,
13016084,1993,5,,,,,,,,,,,,,,,,,,,
13017389,1993,5,,,,,,,,,,,,,,,,,,,
13024641,1993,5,,,,,,,,,,,,,,,,,,,
13026331,1993,5,,,,,,,,,,,,,,,,,,,
13028311,1993,5,,,,,,,,,,,,,,,,,,,
13028378,1993,5,,,,,,,,,,,,,,,,,,,
13029905,1993,5,,,,,,,,,,,,,,,,,,,
13030051,1993,5,,,,,,,,,,,,,,,,,,,
13032636,1993,5,,,,,,,,,,,,,,,,,,,
13032685,1993,5,,,,,,,,,,,,,,,,,,,
13032990,1993,5,,,,,,,,,,,,,,,,,,,
13035084,1993,5,,,,,,,,,,,,,,,,,,,
13035241,1993,5,,,,,,,,,,,,,,,,,,,
13091244,1993,5,,,,,,,,,,,,,,,,,,,
13091384,1993,5,,,,,,,,,,,,,,,,,,,
12960068,1993,4,,,,,,,,,,,,,,,,,,,
12960076,1993,4,,,,,,,,,,,,,,,,,,,
13014907,1993,4,,,,,,,,,,,,,,,,,,,
13019757,1993,4,,,,,,,,,,,,,,,,,,,
13023122,1993,4,,,,,,,,,,,,,,,,,,,
13023130,1993,4,,,,,,,,,,,,,,,,,,,
13023247,1993,4,,,,,,,,,,,,,,,,,,,
13023262,1993,4,,,,,,,,,,,,,,,,,,,
13023288,1993,4,,,,,,,,,,,,,,,,,,,
13024492,1993,4,,,,,,,,,,,,,,,,,,,
13024526,1993,4,,,,,,,,,,,,,,,,,,,
13024658,1993,4,,,,,,,,,,,,,,,,,,,
13024732,1993,4,,,,,,,,,,,,,,,,,,,
13028535,1993,4,,,,,,,,,,,,,,,,,,,
13029756,1993,4,,,,,,,,,,,,,,,,,,,
13030069,1993,4,,,,,,,,,,,,,,,,,,,
13030093,1993,4,,,,,,,,,,,,,,,,,,,
13030150,1993,4,,,,,,,,,,,,,,,,,,,
13032941,1993,4,,,,,,,,,,,,,,,,,,,
13034988,1993,4,,,,,,,,,,,,,,,,,,,
13182571,1993,4,,,,,,,,,,,,,,,,,,,
13014923,1993,3,,,,,,,,,,,,,,,,,,,
13015912,1993,3,,,,,,,,,,,,,,,,,,,
13015938,1993,3,,,,,,,,,,,,,,,,,,,
13015961,1993,3,,,,,,,,,,,,,,,,,,,
13016183,1993,3,,,,,,,,,,,,,,,,,,,
13017454,1993,3,,,,,,,,,,,,,,,,,,,
13019666,1993,3,,,,,,,,,,,,,,,,,,,
13019732,1993,3,,,,,,,,,,,,,,,,,,,
13019773,1993,3,,,,,,,,,,,,,,,,,,,
13019898,1993,3,,,,,,,,,,,,,,,,,,,
13019989,1993,3,,,,,,,,,,,,,,,,,,,
13023106,1993,3,,,,,,,,,,,,,,,,,,,
13023155,1993,3,,,,,,,,,,,,,,,,,,,
13023353,1993,3,,,,,,,,,,,,,,,,,,,
13024856,1993,3,,,,,,,,,,,,,,,,,,,
13026398,1993,3,,,,,,,,,,,,,,,,,,,
13026463,1993,3,,,,,,,,,,,,,,,,,,,
13026687,1993,3,,,,,,,,,,,,,,,,,,,
13026778,1993,3,,,,,,,,,,,,,,,,,,,
13028436,1993,3,,,,,,,,,,,,,,,,,,,
13029707,1993,3,,,,,,,,,,,,,,,,,,,
13029749,1993,3,,,,,,,,,,,,,,,,,,,
13029814,1993,3,,,,,,,,,,,,,,,,,,,
13032669,1993,3,,,,,,,,,,,,,,,,,,,
13032974,1993,3,,,,,,,,,,,,,,,,,,,
13035373,1993,3,,,,,,,,,,,,,,,,,,,
13040175,1993,3,,,,,,,,,,,,,,,,,,,
13091327,1993,3,,,,,,,,,,,,,,,,,,,
15221245,1993,3,,,,,,,,,,,,,,,,,,,
12959888,1993,2,,,,,,,,,,,,,,,,,,,
12959961,1993,2,,,,,,,,,,,,,,,,,,,
12959987,1993,2,,,,,,,,,,,,,,,,,,,
12959995,1993,2,,,,,,,,,,,,,,,,,,,
13016027,1993,2,,,,,,,,,,,,,,,,,,,
13016118,1993,2,,,,,,,,,,,,,,,,,,,
13016217,1993,2,,,,,,,,,,,,,,,,,,,
13019922,1993,2,,,,,,,,,,,,,,,,,,,
13019955,1993,2,,,,,,,,,,,,,,,,,,,
13020086,1993,2,,,,,,,,,,,,,,,,,,,
13023221,1993,2,,,,,,,,,,,,,,,,,,,
13023387,1993,2,,,,,,,,,,,,,,,,,,,
13023403,1993,2,,,,,,,,,,,,,,,,,,,
13024427,1993,2,,,,,,,,,,,,,,,,,,,
13024435,1993,2,,,,,,,,,,,,,,,,,,,
13024559,1993,2,,,,,,,,,,,,,,,,,,,
13024617,1993,2,,,,,,,,,,,,,,,,,,,
13024781,1993,2,,,,,,,,,,,,,,,,,,,
13024823,1993,2,,,,,,,,,,,,,,,,,,,
13024872,1993,2,,,,,,,,,,,,,,,,,,,
13026349,1993,2,,,,,,,,,,,,,,,,,,,
13026372,1993,2,,,,,,,,,,,,,,,,,,,
13026554,1993,2,,,,,,,,,,,,,,,,,,,
13026661,1993,2,,,,,,,,,,,,,,,,,,,
13026679,1993,2,,,,,,,,,,,,,,,,,,,
13028253,1993,2,,,,,,,,,,,,,,,,,,,
13028261,1993,2,,,,,,,,,,,,,,,,,,,
13028428,1993,2,,,,,,,,,,,,,,,,,,,
13028725,1993,2,,,,,,,,,,,,,,,,,,,
13030036,1993,2,,,,,,,,,,,,,,,,,,,
13030101,1993,2,,,,,,,,,,,,,,,,,,,
13032677,1993,2,,,,,,,,,,,,,,,,,,,
13032834,1993,2,,,,,,,,,,,,,,,,,,,
13032859,1993,2,,,,,,,,,,,,,,,,,,,
13035076,1993,2,,,,,,,,,,,,,,,,,,,
13035233,1993,2,,,,,,,,,,,,,,,,,,,
13035308,1993,2,,,,,,,,,,,,,,,,,,,
13035399,1993,2,,,,,,,,,,,,,,,,,,,
13091228,1993,2,,,,,,,,,,,,,,,,,,,
13091400,1993,2,,,,,,,,,,,,,,,,,,,
13091426,1993,2,,,,,,,,,,,,,,,,,,,
13091525,1993,2,,,,,,,,,,,,,,,,,,,
13091566,1993,2,,,,,,,,,,,,,,,,,,,
12951133,1993,1,,,,,,,,,,,,,,,,,,,
12959854,1993,1,,,,,,,,,,,,,,,,,,,
12959896,1993,1,,,,,,,,,,,,,,,,,,,
12959953,1993,1,,,,,,,,,,,,,,,,,,,
12959979,1993,1,,,,,,,,,,,,,,,,,,,
12960001,1993,1,,,,,,,,,,,,,,,,,,,
12960043,1993,1,,,,,,,,,,,,,,,,,,,
12968954,1993,1,,,,,,,,,,,,,,,,,,,
13014816,1993,1,,,,,,,,,,,,,,,,,,,
13014840,1993,1,,,,,,,,,,,,,,,,,,,
13015003,1993,1,,,,,,,,,,,,,,,,,,,
13015805,1993,1,,,,,,,,,,,,,,,,,,,
13015896,1993,1,,,,,,,,,,,,,,,,,,,
13015920,1993,1,,,,,,,,,,,,,,,,,,,
13016076,1993,1,,,,,,,,,,,,,,,,,,,
13016241,1993,1,,,,,,,,,,,,,,,,,,,
13016316,1993,1,,,,,,,,,,,,,,,,,,,
13016720,1993,1,,,,,,,,,,,,,,,,,,,
13017215,1993,1,,,,,,,,,,,,,,,,,,,
13017538,1993,1,,,,,,,,,,,,,,,,,,,
13019625,1993,1,,,,,,,,,,,,,,,,,,,
13019765,1993,1,,,,,,,,,,,,,,,,,,,
13019823,1993,1,,,,,,,,,,,,,,,,,,,
13019880,1993,1,,,,,,,,,,,,,,,,,,,
13020045,1993,1,,,,,,,,,,,,,,,,,,,
13023007,1993,1,,,,,,,,,,,,,,,,,,,
13023031,1993,1,,,,,,,,,,,,,,,,,,,
13024484,1993,1,,,,,,,,,,,,,,,,,,,
13024575,1993,1,,,,,,,,,,,,,,,,,,,
13024716,1993,1,,,,,,,,,,,,,,,,,,,
13026356,1993,1,,,,,,,,,,,,,,,,,,,
13026448,1993,1,,,,,,,,,,,,,,,,,,,
13026505,1993,1,,,,,,,,,,,,,,,,,,,
13026513,1993,1,,,,,,,,,,,,,,,,,,,
13026547,1993,1,,,,,,,,,,,,,,,,,,,
13026711,1993,1,,,,,,,,,,,,,,,,,,,
13028279,1993,1,,,,,,,,,,,,,,,,,,,
13028295,1993,1,,,,,,,,,,,,,,,,,,,
13028329,1993,1,,,,,,,,,,,,,,,,,,,
13028360,1993,1,,,,,,,,,,,,,,,,,,,
13028485,1993,1,,,,,,,,,,,,,,,,,,,
13028527,1993,1,,,,,,,,,,,,,,,,,,,
13028576,1993,1,,,,,,,,,,,,,,,,,,,
13028634,1993,1,,,,,,,,,,,,,,,,,,,
13028709,1993,1,,,,,,,,,,,,,,,,,,,
13029848,1993,1,,,,,,,,,,,,,,,,,,,
13029962,1993,1,,,,,,,,,,,,,,,,,,,
13032628,1993,1,,,,,,,,,,,,,,,,,,,
13032644,1993,1,,,,,,,,,,,,,,,,,,,
13032651,1993,1,,,,,,,,,,,,,,,,,,,
13032842,1993,1,,,,,,,,,,,,,,,,,,,
13032958,1993,1,,,,,,,,,,,,,,,,,,,
13032966,1993,1,,,,,,,,,,,,,,,,,,,
13035142,1993,1,,,,,,,,,,,,,,,,,,,
13091285,1993,1,,,,,,,,,,,,,,,,,,,
13091442,1993,1,,,,,,,,,,,,,,,,,,,
13091509,1993,1,,,,,,,,,,,,,,,,,,,
13091533,1993,1,,,,,,,,,,,,,,,,,,,
13091582,1993,1,,,,,,,,,,,,,,,,,,,
13182498,1993,1,,,,,,,,,,,,,,,,,,,
13182639,1993,1,,,,,,,,,,,,,,,,,,,
15537806,1993,1,,,,,,,,,,,,,,,,,,,
15642366,1993,1,,,,,,,,,,,,,,,,,,,
17334350,1993,1,,,,,,,,,,,,,,,,,,,
12898508,1993,0,,,,,,,,,,,,,,,,,,,
12898540,1993,0,,,,,,,,,,,,,,,,,,,
12950978,1993,0,,,,,,,,,,,,,,,,,,,
12959847,1993,0,,,,,,,,,,,,,,,,,,,
12959862,1993,0,,,,,,,,,,,,,,,,,,,
12959912,1993,0,,,,,,,,,,,,,,,,,,,
12960084,1993,0,,,,,,,,,,,,,,,,,,,
12963666,1993,0,,,,,,,,,,,,,,,,,,,
13014899,1993,0,,,,,,,,,,,,,,,,,,,
13014980,1993,0,,,,,,,,,,,,,,,,,,,
13015862,1993,0,,,,,,,,,,,,,,,,,,,
13015987,1993,0,,,,,,,,,,,,,,,,,,,
13016035,1993,0,,,,,,,,,,,,,,,,,,,
13016050,1993,0,,,,,,,,,,,,,,,,,,,
13016092,1993,0,,,,,,,,,,,,,,,,,,,
13016126,1993,0,,,,,,,,,,,,,,,,,,,
13016407,1993,0,,,,,,,,,,,,,,,,,,,
13016563,1993,0,,,,,,,,,,,,,,,,,,,
13019534,1993,0,,,,,,,,,,,,,,,,,,,
13019617,1993,0,,,,,,,,,,,,,,,,,,,
13019633,1993,0,,,,,,,,,,,,,,,,,,,
13019781,1993,0,,,,,,,,,,,,,,,,,,,
13019914,1993,0,,,,,,,,,,,,,,,,,,,
13019930,1993,0,,,,,,,,,,,,,,,,,,,
13020052,1993,0,,,,,,,,,,,,,,,,,,,
13020078,1993,0,,,,,,,,,,,,,,,,,,,
13022975,1993,0,,,,,,,,,,,,,,,,,,,
13022991,1993,0,,,,,,,,,,,,,,,,,,,
13023064,1993,0,,,,,,,,,,,,,,,,,,,
13023197,1993,0,,,,,,,,,,,,,,,,,,,
13023296,1993,0,,,,,,,,,,,,,,,,,,,
13023429,1993,0,,,,,,,,,,,,,,,,,,,
13023445,1993,0,,,,,,,,,,,,,,,,,,,
13024591,1993,0,,,,,,,,,,,,,,,,,,,
13024682,1993,0,,,,,,,,,,,,,,,,,,,
13024757,1993,0,,,,,,,,,,,,,,,,,,,
13026489,1993,0,,,,,,,,,,,,,,,,,,,
13026497,1993,0,,,,,,,,,,,,,,,,,,,
13026612,1993,0,,,,,,,,,,,,,,,,,,,
13026646,1993,0,,,,,,,,,,,,,,,,,,,
13026653,1993,0,,,,,,,,,,,,,,,,,,,
13026703,1993,0,,,,,,,,,,,,,,,,,,,
13028386,1993,0,,,,,,,,,,,,,,,,,,,
13028410,1993,0,,,,,,,,,,,,,,,,,,,
13028477,1993,0,,,,,,,,,,,,,,,,,,,
13028584,1993,0,,,,,,,,,,,,,,,,,,,
13028626,1993,0,,,,,,,,,,,,,,,,,,,
13028691,1993,0,,,,,,,,,,,,,,,,,,,
13029723,1993,0,,,,,,,,,,,,,,,,,,,
13029798,1993,0,,,,,,,,,,,,,,,,,,,
13029871,1993,0,,,,,,,,,,,,,,,,,,,
13029889,1993,0,,,,,,,,,,,,,,,,,,,
13029939,1993,0,,,,,,,,,,,,,,,,,,,
13029947,1993,0,,,,,,,,,,,,,,,,,,,
13032784,1993,0,,,,,,,,,,,,,,,,,,,
13032800,1993,0,,,,,,,,,,,,,,,,,,,
13032818,1993,0,,,,,,,,,,,,,,,,,,,
13032909,1993,0,,,,,,,,,,,,,,,,,,,
13033006,1993,0,,,,,,,,,,,,,,,,,,,
13035217,1993,0,,,,,,,,,,,,,,,,,,,
13090634,1993,0,,,,,,,,,,,,,,,,,,,
13091145,1993,0,,,,,,,,,,,,,,,,,,,
13091301,1993,0,,,,,,,,,,,,,,,,,,,
13091343,1993,0,,,,,,,,,,,,,,,,,,,
13091368,1993,0,,,,,,,,,,,,,,,,,,,
13091467,1993,0,,,,,,,,,,,,,,,,,,,
13091608,1993,0,,,,,,,,,,,,,,,,,,,
14565949,1993,0,,,,,,,,,,,,,,,,,,,
15471162,1993,0,,,,,,,,,,,,,,,,,,,
15537830,1993,0,,,,,,,,,,,,,,,,,,,
17089996,1993,0,,,,,,,,,,,,,,,,,,,
12967642,1994,23,,,,,,,,,,,,,,,,,,,
12969051,1994,23,,,,,,,,,,,,,,,,,,,
12967725,1994,17,,,,,,,,,,,,,,,,,,,
12968772,1994,13,,,,,,,,,,,,,,,,,,,
12972063,1994,13,,,,,,,,,,,,,,,,,,,
12971933,1994,12,,,,,,,,,,,,,,,,,,,
12883583,1994,11,,,,,,,,,,,,,,,,,,,
12975314,1994,10,,,,,,,,,,,,,,,,,,,
12971842,1994,9,,,,,,,,,,,,,,,,,,,
12975157,1994,9,,,,,,,,,,,,,,,,,,,
13972229,1994,9,,,,,,,,,,,,,,,,,,,
12967451,1994,8,,,,,,,,,,,,,,,,,,,
12971636,1994,8,,,,,,,,,,,,,,,,,,,
12975272,1994,8,,,,,,,,,,,,,,,,,,,
12977807,1994,8,,,,,,,,,,,,,,,,,,,
13919758,1994,8,,,,,,,,,,,,,,,,,,,
12741518,1994,7,,,,,,,,,,,,,,,,,,,
12967527,1994,7,,,,,,,,,,,,,,,,,,,
12967709,1994,7,,,,,,,,,,,,,,,,,,,
12971776,1994,7,,,,,,,,,,,,,,,,,,,
12973384,1994,7,,,,,,,,,,,,,,,,,,,
12977815,1994,7,,,,,,,,,,,,,,,,,,,
13842307,1994,7,,,,,,,,,,,,,,,,,,,
13969332,1994,7,,,,,,,,,,,,,,,,,,,
13969399,1994,7,,,,,,,,,,,,,,,,,,,
13972021,1994,7,,,,,,,,,,,,,,,,,,,
12968780,1994,6,,,,,,,,,,,,,,,,,,,
12970562,1994,6,,,,,,,,,,,,,,,,,,,
12971644,1994,6,,,,,,,,,,,,,,,,,,,
12971735,1994,6,,,,,,,,,,,,,,,,,,,
12973111,1994,6,,,,,,,,,,,,,,,,,,,
12973228,1994,6,,,,,,,,,,,,,,,,,,,
12973376,1994,6,,,,,,,,,,,,,,,,,,,
12975041,1994,6,,,,,,,,,,,,,,,,,,,
12977773,1994,6,,,,,,,,,,,,,,,,,,,
12980306,1994,6,,,,,,,,,,,,,,,,,,,
12980405,1994,6,,,,,,,,,,,,,,,,,,,
12980470,1994,6,,,,,,,,,,,,,,,,,,,
13972120,1994,6,,,,,,,,,,,,,,,,,,,
12967519,1994,5,,,,,,,,,,,,,,,,,,,
12970554,1994,5,,,,,,,,,,,,,,,,,,,
12971610,1994,5,,,,,,,,,,,,,,,,,,,
12971685,1994,5,,,,,,,,,,,,,,,,,,,
12971750,1994,5,,,,,,,,,,,,,,,,,,,
12972030,1994,5,,,,,,,,,,,,,,,,,,,
12973061,1994,5,,,,,,,,,,,,,,,,,,,
12974986,1994,5,,,,,,,,,,,,,,,,,,,
12975389,1994,5,,,,,,,,,,,,,,,,,,,
12977393,1994,5,,,,,,,,,,,,,,,,,,,
12977666,1994,5,,,,,,,,,,,,,,,,,,,
13968011,1994,5,,,,,,,,,,,,,,,,,,,
12967386,1994,4,,,,,,,,,,,,,,,,,,,
12967501,1994,4,,,,,,,,,,,,,,,,,,,
12969085,1994,4,,,,,,,,,,,,,,,,,,,
12969119,1994,4,,,,,,,,,,,,,,,,,,,
12970190,1994,4,,,,,,,,,,,,,,,,,,,
12970372,1994,4,,,,,,,,,,,,,,,,,,,
12971867,1994,4,,,,,,,,,,,,,,,,,,,
12973053,1994,4,,,,,,,,,,,,,,,,,,,
12973129,1994,4,,,,,,,,,,,,,,,,,,,
12973491,1994,4,,,,,,,,,,,,,,,,,,,
12977518,1994,4,,,,,,,,,,,,,,,,,,,
12977823,1994,4,,,,,,,,,,,,,,,,,,,
12980462,1994,4,,,,,,,,,,,,,,,,,,,
13882865,1994,4,,,,,,,,,,,,,,,,,,,
13968037,1994,4,,,,,,,,,,,,,,,,,,,
13968078,1994,4,,,,,,,,,,,,,,,,,,,
13972161,1994,4,,,,,,,,,,,,,,,,,,,
12967360,1994,3,,,,,,,,,,,,,,,,,,,
12967493,1994,3,,,,,,,,,,,,,,,,,,,
12967634,1994,3,,,,,,,,,,,,,,,,,,,
12968897,1994,3,,,,,,,,,,,,,,,,,,,
12968921,1994,3,,,,,,,,,,,,,,,,,,,
12969127,1994,3,,,,,,,,,,,,,,,,,,,
12970380,1994,3,,,,,,,,,,,,,,,,,,,
12970513,1994,3,,,,,,,,,,,,,,,,,,,
12970570,1994,3,,,,,,,,,,,,,,,,,,,
12971628,1994,3,,,,,,,,,,,,,,,,,,,
12973103,1994,3,,,,,,,,,,,,,,,,,,,
12973210,1994,3,,,,,,,,,,,,,,,,,,,
12973483,1994,3,,,,,,,,,,,,,,,,,,,
12975025,1994,3,,,,,,,,,,,,,,,,,,,
12975090,1994,3,,,,,,,,,,,,,,,,,,,
12975132,1994,3,,,,,,,,,,,,,,,,,,,
12975256,1994,3,,,,,,,,,,,,,,,,,,,
12975298,1994,3,,,,,,,,,,,,,,,,,,,
12977708,1994,3,,,,,,,,,,,,,,,,,,,
12977716,1994,3,,,,,,,,,,,,,,,,,,,
13969316,1994,3,,,,,,,,,,,,,,,,,,,
13971932,1994,3,,,,,,,,,,,,,,,,,,,
13972047,1994,3,,,,,,,,,,,,,,,,,,,
13972245,1994,3,,,,,,,,,,,,,,,,,,,
13972286,1994,3,,,,,,,,,,,,,,,,,,,
12967295,1994,2,,,,,,,,,,,,,,,,,,,
12967352,1994,2,,,,,,,,,,,,,,,,,,,
12967477,1994,2,,,,,,,,,,,,,,,,,,,
12967618,1994,2,,,,,,,,,,,,,,,,,,,
12968749,1994,2,,,,,,,,,,,,,,,,,,,
12968756,1994,2,,,,,,,,,,,,,,,,,,,
12968798,1994,2,,,,,,,,,,,,,,,,,,,
12968962,1994,2,,,,,,,,,,,,,,,,,,,
12969101,1994,2,,,,,,,,,,,,,,,,,,,
12970182,1994,2,,,,,,,,,,,,,,,,,,,
12970208,1994,2,,,,,,,,,,,,,,,,,,,
12970216,1994,2,,,,,,,,,,,,,,,,,,,
12970224,1994,2,,,,,,,,,,,,,,,,,,,
12970364,1994,2,,,,,,,,,,,,,,,,,,,
12971826,1994,2,,,,,,,,,,,,,,,,,,,
12971891,1994,2,,,,,,,,,,,,,,,,,,,
12971917,1994,2,,,,,,,,,,,,,,,,,,,
12972006,1994,2,,,,,,,,,,,,,,,,,,,
12973236,1994,2,,,,,,,,,,,,,,,,,,,
12973327,1994,2,,,,,,,,,,,,,,,,,,,
12973434,1994,2,,,,,,,,,,,,,,,,,,,
12973442,1994,2,,,,,,,,,,,,,,,,,,,
12975116,1994,2,,,,,,,,,,,,,,,,,,,
12975140,1994,2,,,,,,,,,,,,,,,,,,,
12975207,1994,2,,,,,,,,,,,,,,,,,,,
12975348,1994,2,,,,,,,,,,,,,,,,,,,
12975405,1994,2,,,,,,,,,,,,,,,,,,,
12975413,1994,2,,,,,,,,,,,,,,,,,,,
12977526,1994,2,,,,,,,,,,,,,,,,,,,
12977542,1994,2,,,,,,,,,,,,,,,,,,,
12977617,1994,2,,,,,,,,,,,,,,,,,,,
12980298,1994,2,,,,,,,,,,,,,,,,,,,
12980363,1994,2,,,,,,,,,,,,,,,,,,,
12980504,1994,2,,,,,,,,,,,,,,,,,,,
12980629,1994,2,,,,,,,,,,,,,,,,,,,
13091483,1994,2,,,,,,,,,,,,,,,,,,,
13968052,1994,2,,,,,,,,,,,,,,,,,,,
13969431,1994,2,,,,,,,,,,,,,,,,,,,
13972260,1994,2,,,,,,,,,,,,,,,,,,,
15671597,1994,2,,,,,,,,,,,,,,,,,,,
12967329,1994,1,,,,,,,,,,,,,,,,,,,
12967345,1994,1,,,,,,,,,,,,,,,,,,,
12968731,1994,1,,,,,,,,,,,,,,,,,,,
12968764,1994,1,,,,,,,,,,,,,,,,,,,
12968905,1994,1,,,,,,,,,,,,,,,,,,,
12968939,1994,1,,,,,,,,,,,,,,,,,,,
12968947,1994,1,,,,,,,,,,,,,,,,,,,
12969069,1994,1,,,,,,,,,,,,,,,,,,,
12969077,1994,1,,,,,,,,,,,,,,,,,,,
12970174,1994,1,,,,,,,,,,,,,,,,,,,
12970315,1994,1,,,,,,,,,,,,,,,,,,,
12970331,1994,1,,,,,,,,,,,,,,,,,,,
12970398,1994,1,,,,,,,,,,,,,,,,,,,
12970489,1994,1,,,,,,,,,,,,,,,,,,,
12970521,1994,1,,,,,,,,,,,,,,,,,,,
12970620,1994,1,,,,,,,,,,,,,,,,,,,
12971743,1994,1,,,,,,,,,,,,,,,,,,,
12971875,1994,1,,,,,,,,,,,,,,,,,,,
12971941,1994,1,,,,,,,,,,,,,,,,,,,
12973079,1994,1,,,,,,,,,,,,,,,,,,,
12973160,1994,1,,,,,,,,,,,,,,,,,,,
12973178,1994,1,,,,,,,,,,,,,,,,,,,
12973269,1994,1,,,,,,,,,,,,,,,,,,,
12973277,1994,1,,,,,,,,,,,,,,,,,,,
12973285,1994,1,,,,,,,,,,,,,,,,,,,
12973426,1994,1,,,,,,,,,,,,,,,,,,,
12974978,1994,1,,,,,,,,,,,,,,,,,,,
12975249,1994,1,,,,,,,,,,,,,,,,,,,
12975363,1994,1,,,,,,,,,,,,,,,,,,,
12977492,1994,1,,,,,,,,,,,,,,,,,,,
12977500,1994,1,,,,,,,,,,,,,,,,,,,
12977641,1994,1,,,,,,,,,,,,,,,,,,,
12977658,1994,1,,,,,,,,,,,,,,,,,,,
12977674,1994,1,,,,,,,,,,,,,,,,,,,
12980397,1994,1,,,,,,,,,,,,,,,,,,,
12980538,1994,1,,,,,,,,,,,,,,,,,,,
12980637,1994,1,,,,,,,,,,,,,,,,,,,
12980728,1994,1,,,,,,,,,,,,,,,,,,,
13091269,1994,1,,,,,,,,,,,,,,,,,,,
13254966,1994,1,,,,,,,,,,,,,,,,,,,
13842323,1994,1,,,,,,,,,,,,,,,,,,,
13842422,1994,1,,,,,,,,,,,,,,,,,,,
13883038,1994,1,,,,,,,,,,,,,,,,,,,
13919600,1994,1,,,,,,,,,,,,,,,,,,,
13969357,1994,1,,,,,,,,,,,,,,,,,,,
13969373,1994,1,,,,,,,,,,,,,,,,,,,
13971866,1994,1,,,,,,,,,,,,,,,,,,,
13971882,1994,1,,,,,,,,,,,,,,,,,,,
13971973,1994,1,,,,,,,,,,,,,,,,,,,
13972062,1994,1,,,,,,,,,,,,,,,,,,,
13972146,1994,1,,,,,,,,,,,,,,,,,,,
13973300,1994,1,,,,,,,,,,,,,,,,,,,
15472343,1994,1,,,,,,,,,,,,,,,,,,,
12967394,1994,0,,,,,,,,,,,,,,,,,,,
12967485,1994,0,,,,,,,,,,,,,,,,,,,
12967543,1994,0,,,,,,,,,,,,,,,,,,,
12967659,1994,0,,,,,,,,,,,,,,,,,,,
12967683,1994,0,,,,,,,,,,,,,,,,,,,
12968913,1994,0,,,,,,,,,,,,,,,,,,,
12969093,1994,0,,,,,,,,,,,,,,,,,,,
12970323,1994,0,,,,,,,,,,,,,,,,,,,
12970356,1994,0,,,,,,,,,,,,,,,,,,,
12970422,1994,0,,,,,,,,,,,,,,,,,,,
12970505,1994,0,,,,,,,,,,,,,,,,,,,
12970539,1994,0,,,,,,,,,,,,,,,,,,,
12971800,1994,0,,,,,,,,,,,,,,,,,,,
12972055,1994,0,,,,,,,,,,,,,,,,,,,
12973335,1994,0,,,,,,,,,,,,,,,,,,,
12973392,1994,0,,,,,,,,,,,,,,,,,,,
12975082,1994,0,,,,,,,,,,,,,,,,,,,
12975181,1994,0,,,,,,,,,,,,,,,,,,,
12975439,1994,0,,,,,,,,,,,,,,,,,,,
12977385,1994,0,,,,,,,,,,,,,,,,,,,
